,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,output
506,1,0,0,0,1,at_home,services,other,mother,0,0,0,1,1,1,1,1,2.674812123525782,0.4281306268612493,0.6308661935384804,0.5767179914572501,0.08365294968062233,1.3126672547710103,-0.9745358622571536,-0.1716465354881382,0.6937849605682166,0.5385532875088825,1.339864308623573,-0.3710421971530383,0.936026184678604,0
590,1,0,0,0,1,other,other,course,mother,0,0,0,1,1,1,0,1,1.0316951635937113,-1.3360393847765342,-1.1888322936014033,1.9134679073706617,0.08365294968062233,2.9996396277341506,-0.9745358622571536,0.7804782639289712,0.6937849605682166,0.5385532875088825,-0.2185083370694357,1.0129025496993858,-0.14221484098063278,0
644,1,0,1,0,1,services,other,course,mother,0,0,0,1,0,1,1,0,1.8532536435597464,-0.4539543789576424,0.6308661935384804,-0.7600319244561619,1.2901143795189296,1.3126672547710103,1.1197481596133516,0.7804782639289712,-1.0085456232078611,-0.5435553304269218,-0.2185083370694357,1.0129025496993858,0.0734333641512146,0
489,1,1,1,0,1,other,other,home,mother,0,0,0,1,1,0,1,0,1.0316951635937113,-1.3360393847765342,-1.1888322936014033,0.5767179914572501,-1.1228084801576852,1.3126672547710103,0.07260614867809903,0.7804782639289712,-0.1573803313198222,1.6206619054446871,1.339864308623573,0.3209301762731737,-0.7891594563761749,0
136,0,1,0,0,1,at_home,other,course,mother,0,0,0,0,1,1,0,0,-0.6114217963383591,-0.4539543789576424,-1.1888322936014033,3.2502178232840735,-1.1228084801576852,-0.3743051181921297,-0.9745358622571536,-1.1237713349052476,-1.8597109150959,-0.5435553304269218,-0.99769465991594,-1.0630145705792504,0.0734333641512146,0
322,0,0,1,0,1,services,services,reputation,father,1,1,0,0,1,0,1,0,1.8532536435597464,0.4281306268612493,-0.2789830500314615,-0.7600319244561619,0.08365294968062233,1.3126672547710103,-0.9745358622571536,-0.1716465354881382,-0.1573803313198222,2.7027705233804906,0.5606779857770687,-0.3710421971530383,-0.7891594563761749,0
565,1,1,1,1,1,at_home,other,course,mother,0,0,0,1,1,1,1,0,-0.6114217963383591,-1.3360393847765342,-1.1888322936014033,0.5767179914572501,-1.1228084801576852,-0.3743051181921297,0.07260614867809903,1.7326030633460807,1.5449502524562555,0.5385532875088825,1.339864308623573,1.0129025496993858,-0.7891594563761749,0
140,0,1,1,0,1,at_home,other,course,mother,0,0,0,0,1,1,0,0,0.21013668362767604,0.4281306268612493,1.5407154371084224,1.9134679073706617,0.08365294968062233,-0.3743051181921297,1.1197481596133516,0.7804782639289712,1.5449502524562555,0.5385532875088825,1.339864308623573,1.0129025496993858,-0.3578630461124801,0
568,1,1,0,0,1,at_home,services,course,mother,0,0,0,1,1,1,0,0,1.8532536435597464,0.4281306268612493,-0.2789830500314615,0.5767179914572501,-1.1228084801576852,4.68661200069729,-0.9745358622571536,-1.1237713349052476,-1.8597109150959,-0.5435553304269218,-0.99769465991594,-0.3710421971530383,0.0734333641512146,0
430,1,1,0,0,0,other,other,other,mother,1,0,0,0,1,1,1,0,-0.6114217963383591,-1.3360393847765342,-0.2789830500314615,-0.7600319244561619,1.2901143795189296,-0.3743051181921297,0.07260614867809903,0.7804782639289712,-0.1573803313198222,-0.5435553304269218,-0.99769465991594,1.0129025496993858,-0.7891594563761749,0
325,0,1,0,1,0,services,other,home,mother,0,0,0,1,1,1,1,1,0.21013668362767604,1.3102156326801409,-1.1888322936014033,0.5767179914572501,-1.1228084801576852,-0.3743051181921297,0.07260614867809903,1.7326030633460807,0.6937849605682166,0.5385532875088825,1.339864308623573,1.0129025496993858,3.9551010565244673,0
255,0,0,0,0,1,other,other,course,mother,0,0,0,0,1,0,1,0,1.0316951635937113,0.4281306268612493,0.6308661935384804,0.5767179914572501,-1.1228084801576852,1.3126672547710103,0.07260614867809903,-2.075896134322357,-1.8597109150959,-0.5435553304269218,-0.99769465991594,-0.3710421971530383,2.2299154154696885,0
531,1,1,0,0,1,at_home,services,other,mother,0,0,0,0,1,1,1,1,0.21013668362767604,-1.3360393847765342,-1.1888322936014033,1.9134679073706617,0.08365294968062233,-0.3743051181921297,1.1197481596133516,-2.075896134322357,-0.1573803313198222,1.6206619054446871,0.5606779857770687,-1.7549869440054624,-0.7891594563761749,0
464,1,1,1,0,1,at_home,other,other,father,0,0,0,1,1,1,0,0,-0.6114217963383591,-1.3360393847765342,-1.1888322936014033,0.5767179914572501,-1.1228084801576852,-0.3743051181921297,-0.9745358622571536,0.7804782639289712,0.6937849605682166,1.6206619054446871,1.339864308623573,1.0129025496993858,0.5047297744149093,0
459,1,0,1,0,1,at_home,other,other,father,1,1,0,0,1,1,0,0,-0.6114217963383591,-1.3360393847765342,-1.1888322936014033,3.2502178232840735,1.2901143795189296,-0.3743051181921297,0.07260614867809903,0.7804782639289712,-0.1573803313198222,-0.5435553304269218,-0.99769465991594,1.0129025496993858,-0.3578630461124801,0
520,1,0,0,1,1,at_home,other,other,mother,0,1,0,0,1,1,1,0,-0.6114217963383591,-1.3360393847765342,-1.1888322936014033,1.9134679073706617,0.08365294968062233,-0.3743051181921297,0.07260614867809903,-0.1716465354881382,-1.0085456232078611,-0.5435553304269218,0.5606779857770687,1.0129025496993858,0.5047297744149093,0
155,0,1,0,0,1,other,other,home,mother,0,1,0,0,1,1,1,0,0.21013668362767604,-0.4539543789576424,-1.1888322936014033,-0.7600319244561619,-1.1228084801576852,-0.3743051181921297,1.1197481596133516,0.7804782639289712,1.5449502524562555,-0.5435553304269218,-0.2185083370694357,1.0129025496993858,3.9551010565244673,0
487,1,0,1,1,0,other,other,course,other,0,1,0,0,0,0,0,1,1.0316951635937113,0.4281306268612493,-0.2789830500314615,0.5767179914572501,1.2901143795189296,2.9996396277341506,-0.9745358622571536,-0.1716465354881382,-1.0085456232078611,-0.5435553304269218,-0.99769465991594,-1.0630145705792504,0.5047297744149093,0
137,0,0,0,0,0,other,other,home,mother,0,0,0,0,1,1,0,0,-0.6114217963383591,-0.4539543789576424,-0.2789830500314615,-0.7600319244561619,-1.1228084801576852,1.3126672547710103,1.1197481596133516,-0.1716465354881382,0.6937849605682166,-0.5435553304269218,-0.99769465991594,1.0129025496993858,1.7986190052059936,0
573,1,0,0,0,1,other,at_home,course,mother,0,1,0,1,1,1,0,0,0.21013668362767604,-1.3360393847765342,-1.1888322936014033,-0.7600319244561619,-1.1228084801576852,-0.3743051181921297,0.07260614867809903,-0.1716465354881382,-1.0085456232078611,-0.5435553304269218,-0.2185083370694357,1.0129025496993858,1.1516743898104516,0
605,1,0,0,0,1,at_home,services,other,father,0,0,0,0,1,0,0,0,1.8532536435597464,-1.3360393847765342,-1.1888322936014033,0.5767179914572501,-1.1228084801576852,1.3126672547710103,1.1197481596133516,1.7326030633460807,1.5449502524562555,0.5385532875088825,0.5606779857770687,-1.0630145705792504,-0.7891594563761749,0
291,0,1,0,1,1,services,other,course,mother,0,0,0,1,0,0,1,0,1.0316951635937113,-0.4539543789576424,-1.1888322936014033,1.9134679073706617,0.08365294968062233,1.3126672547710103,0.07260614867809903,0.7804782639289712,1.5449502524562555,2.7027705233804906,1.339864308623573,1.0129025496993858,0.0734333641512146,0
445,1,1,1,0,1,other,other,course,mother,0,1,0,1,1,1,0,1,-1.4329802763043944,-1.3360393847765342,-1.1888322936014033,3.2502178232840735,0.08365294968062233,-0.3743051181921297,1.1197481596133516,0.7804782639289712,1.5449502524562555,0.5385532875088825,1.339864308623573,0.3209301762731737,0.936026184678604,0
284,0,1,0,0,1,services,services,other,mother,0,0,0,0,0,0,1,0,1.0316951635937113,-0.4539543789576424,-1.1888322936014033,-0.7600319244561619,-1.1228084801576852,2.9996396277341506,-0.9745358622571536,-1.1237713349052476,1.5449502524562555,0.5385532875088825,2.1190506314700777,1.0129025496993858,0.0734333641512146,0
453,1,0,0,0,1,other,services,course,mother,0,1,0,0,1,1,0,0,-0.6114217963383591,-1.3360393847765342,-0.2789830500314615,-0.7600319244561619,1.2901143795189296,1.3126672547710103,-3.0688198841276586,-0.1716465354881382,-1.0085456232078611,-0.5435553304269218,-0.2185083370694357,0.3209301762731737,-0.7891594563761749,0
497,1,1,0,0,1,services,at_home,course,mother,0,1,1,1,1,1,0,0,0.21013668362767604,0.4281306268612493,0.6308661935384804,0.5767179914572501,2.4965758093572368,1.3126672547710103,1.1197481596133516,0.7804782639289712,1.5449502524562555,1.6206619054446871,1.339864308623573,1.0129025496993858,-0.7891594563761749,0
580,1,1,1,0,1,other,other,home,other,0,1,0,0,1,1,1,0,1.8532536435597464,-1.3360393847765342,-1.1888322936014033,1.9134679073706617,-1.1228084801576852,1.3126672547710103,0.07260614867809903,0.7804782639289712,0.6937849605682166,1.6206619054446871,0.5606779857770687,1.0129025496993858,0.0734333641512146,0
432,1,0,1,0,1,other,other,other,father,0,1,0,0,0,0,1,0,0.21013668362767604,-1.3360393847765342,-1.1888322936014033,-0.7600319244561619,-1.1228084801576852,1.3126672547710103,1.1197481596133516,0.7804782639289712,0.6937849605682166,0.5385532875088825,-0.2185083370694357,1.0129025496993858,-0.7891594563761749,0
384,0,1,1,0,1,at_home,services,home,other,0,1,0,0,0,1,0,1,1.8532536435597464,0.4281306268612493,-0.2789830500314615,-0.7600319244561619,-1.1228084801576852,-0.3743051181921297,1.1197481596133516,-0.1716465354881382,0.6937849605682166,0.5385532875088825,-0.2185083370694357,1.0129025496993858,-0.7891594563761749,0
557,1,0,1,0,1,other,other,course,mother,0,1,0,1,0,1,1,1,0.21013668362767604,0.4281306268612493,-1.1888322936014033,0.5767179914572501,0.08365294968062233,4.68661200069729,1.1197481596133516,0.7804782639289712,0.6937849605682166,-0.5435553304269218,-0.99769465991594,1.0129025496993858,-0.3578630461124801,0
624,1,0,1,0,1,other,services,reputation,mother,0,1,0,0,1,1,1,1,0.21013668362767604,-1.3360393847765342,-1.1888322936014033,1.9134679073706617,-1.1228084801576852,1.3126672547710103,1.1197481596133516,-1.1237713349052476,-1.8597109150959,-0.5435553304269218,-0.2185083370694357,-1.7549869440054624,-0.7891594563761749,0
561,1,1,0,1,1,at_home,at_home,course,mother,0,1,0,1,1,1,0,0,1.0316951635937113,-1.3360393847765342,-1.1888322936014033,0.5767179914572501,0.08365294968062233,-0.3743051181921297,0.07260614867809903,-0.1716465354881382,-0.1573803313198222,-0.5435553304269218,1.339864308623573,1.0129025496993858,0.5047297744149093,0
539,1,0,0,1,1,other,other,home,mother,0,1,0,1,1,1,1,0,-0.6114217963383591,1.3102156326801409,-1.1888322936014033,0.5767179914572501,0.08365294968062233,-0.3743051181921297,-3.0688198841276586,-1.1237713349052476,0.6937849605682166,0.5385532875088825,-0.2185083370694357,-1.7549869440054624,0.936026184678604,0
434,1,0,0,1,0,at_home,other,reputation,mother,0,0,0,1,0,0,0,1,-0.6114217963383591,-0.4539543789576424,-0.2789830500314615,0.5767179914572501,2.4965758093572368,-0.3743051181921297,-3.0688198841276586,-1.1237713349052476,-1.8597109150959,-0.5435553304269218,-0.99769465991594,-1.7549869440054624,0.0734333641512146,0
627,1,1,1,1,1,at_home,services,other,father,0,1,0,1,1,0,1,1,1.0316951635937113,-1.3360393847765342,-0.2789830500314615,1.9134679073706617,-1.1228084801576852,-0.3743051181921297,0.07260614867809903,-0.1716465354881382,-0.1573803313198222,0.5385532875088825,0.5606779857770687,-0.3710421971530383,-0.14221484098063278,0
287,0,1,0,1,1,health,other,course,mother,0,1,0,1,1,1,1,0,0.21013668362767604,-1.3360393847765342,-1.1888322936014033,0.5767179914572501,-1.1228084801576852,1.3126672547710103,0.07260614867809903,0.7804782639289712,0.6937849605682166,-0.5435553304269218,-0.2185083370694357,1.0129025496993858,-0.7891594563761749,0
552,1,1,0,0,1,other,other,other,mother,0,1,0,1,1,0,1,0,1.8532536435597464,-1.3360393847765342,-1.1888322936014033,-0.7600319244561619,0.08365294968062233,2.9996396277341506,0.07260614867809903,0.7804782639289712,-0.1573803313198222,1.6206619054446871,1.339864308623573,0.3209301762731737,-0.3578630461124801,0
419,0,1,0,0,1,other,other,reputation,mother,0,0,0,0,1,1,1,0,1.8532536435597464,-0.4539543789576424,-1.1888322936014033,-0.7600319244561619,-1.1228084801576852,-0.3743051181921297,1.1197481596133516,-0.1716465354881382,0.6937849605682166,-0.5435553304269218,1.339864308623573,0.3209301762731737,1.3673225949422991,0
444,1,1,1,0,1,other,health,other,mother,0,0,0,0,0,1,0,0,-0.6114217963383591,0.4281306268612493,1.5407154371084224,1.9134679073706617,0.08365294968062233,-0.3743051181921297,-0.9745358622571536,0.7804782639289712,1.5449502524562555,-0.5435553304269218,-0.2185083370694357,1.0129025496993858,0.0734333641512146,0
174,0,1,1,1,1,at_home,other,course,mother,0,0,1,1,1,0,1,1,0.21013668362767604,-0.4539543789576424,-1.1888322936014033,0.5767179914572501,-1.1228084801576852,1.3126672547710103,-0.9745358622571536,-0.1716465354881382,-1.0085456232078611,0.5385532875088825,-0.2185083370694357,1.0129025496993858,0.936026184678604,0
154,0,0,0,1,1,at_home,at_home,course,mother,0,0,0,0,1,1,1,0,-0.6114217963383591,-1.3360393847765342,-1.1888322936014033,-0.7600319244561619,-1.1228084801576852,-0.3743051181921297,-0.9745358622571536,0.7804782639289712,0.6937849605682166,1.6206619054446871,0.5606779857770687,-1.7549869440054624,0.0734333641512146,0
583,1,0,1,0,1,other,other,other,mother,0,0,0,0,1,0,1,1,1.0316951635937113,-0.4539543789576424,-0.2789830500314615,0.5767179914572501,-1.1228084801576852,1.3126672547710103,1.1197481596133516,1.7326030633460807,1.5449502524562555,-0.5435553304269218,-0.99769465991594,-0.3710421971530383,-0.7891594563761749,0
479,1,0,0,0,1,other,at_home,course,mother,0,1,0,1,1,0,0,0,0.21013668362767604,-0.4539543789576424,-0.2789830500314615,-0.7600319244561619,-1.1228084801576852,-0.3743051181921297,0.07260614867809903,1.7326030633460807,-0.1573803313198222,-0.5435553304269218,-0.99769465991594,1.0129025496993858,0.0734333641512146,0
162,0,1,0,1,0,services,other,course,mother,0,0,0,0,1,1,1,0,-1.4329802763043944,-0.4539543789576424,-1.1888322936014033,3.2502178232840735,-1.1228084801576852,-0.3743051181921297,0.07260614867809903,1.7326030633460807,1.5449502524562555,0.5385532875088825,2.1190506314700777,1.0129025496993858,-0.7891594563761749,0
143,0,0,0,0,0,other,services,course,other,0,1,0,1,0,1,1,1,1.0316951635937113,0.4281306268612493,-0.2789830500314615,-0.7600319244561619,1.2901143795189296,-0.3743051181921297,0.07260614867809903,-0.1716465354881382,-0.1573803313198222,3.784879141316296,-0.99769465991594,1.0129025496993858,1.3673225949422991,0
505,1,0,1,0,1,at_home,other,reputation,mother,0,1,0,1,0,1,1,1,0.21013668362767604,-1.3360393847765342,-1.1888322936014033,0.5767179914572501,-1.1228084801576852,-0.3743051181921297,0.07260614867809903,0.7804782639289712,1.5449502524562555,-0.5435553304269218,-0.2185083370694357,1.0129025496993858,-0.7891594563761749,0
512,1,0,1,0,1,at_home,other,other,mother,0,1,0,0,1,1,1,1,1.0316951635937113,-1.3360393847765342,-1.1888322936014033,-0.7600319244561619,0.08365294968062233,1.3126672547710103,0.07260614867809903,-0.1716465354881382,-1.0085456232078611,-0.5435553304269218,-0.99769465991594,1.0129025496993858,1.1516743898104516,0
283,0,1,0,0,1,at_home,other,reputation,other,1,1,0,0,0,1,1,0,-0.6114217963383591,0.4281306268612493,0.6308661935384804,1.9134679073706617,0.08365294968062233,1.3126672547710103,1.1197481596133516,-0.1716465354881382,-0.1573803313198222,-0.5435553304269218,0.5606779857770687,-1.0630145705792504,0.0734333641512146,0
282,0,1,0,0,1,services,other,course,mother,0,0,0,0,1,0,1,0,1.0316951635937113,0.4281306268612493,-0.2789830500314615,0.5767179914572501,-1.1228084801576852,-0.3743051181921297,0.07260614867809903,0.7804782639289712,1.5449502524562555,0.5385532875088825,1.339864308623573,1.0129025496993858,0.936026184678604,0
78,0,1,0,0,1,other,other,home,mother,1,1,0,1,1,0,1,0,0.21013668362767604,-0.4539543789576424,-1.1888322936014033,0.5767179914572501,-1.1228084801576852,4.68661200069729,0.07260614867809903,1.7326030633460807,-1.8597109150959,-0.5435553304269218,-0.99769465991594,-0.3710421971530383,-0.7891594563761749,0
530,1,1,0,0,1,services,services,home,mother,0,1,0,1,1,1,1,0,0.21013668362767604,0.4281306268612493,0.6308661935384804,-0.7600319244561619,-1.1228084801576852,-0.3743051181921297,0.07260614867809903,-2.075896134322357,0.6937849605682166,3.784879141316296,2.1190506314700777,-0.3710421971530383,0.936026184678604,0
256,0,1,0,0,1,other,at_home,course,other,0,1,0,1,0,0,1,1,1.0316951635937113,-0.4539543789576424,-0.2789830500314615,-0.7600319244561619,-1.1228084801576852,1.3126672547710103,0.07260614867809903,0.7804782639289712,-0.1573803313198222,0.5385532875088825,-0.2185083370694357,-1.7549869440054624,4.817693877051856,0
436,1,0,1,1,1,other,services,course,mother,0,1,0,0,1,1,1,1,-1.4329802763043944,-1.3360393847765342,-1.1888322936014033,0.5767179914572501,-1.1228084801576852,1.3126672547710103,0.07260614867809903,0.7804782639289712,-0.1573803313198222,-0.5435553304269218,-0.2185083370694357,-1.0630145705792504,0.0734333641512146,0
491,1,0,0,0,1,other,other,course,other,0,1,0,0,1,1,1,1,1.8532536435597464,-1.3360393847765342,-1.1888322936014033,0.5767179914572501,0.08365294968062233,1.3126672547710103,-3.0688198841276586,-2.075896134322357,0.6937849605682166,2.7027705233804906,-0.99769465991594,-1.7549869440054624,1.7986190052059936,0
371,0,0,0,0,1,other,other,course,mother,0,1,0,1,1,1,1,1,1.0316951635937113,-0.4539543789576424,-0.2789830500314615,-0.7600319244561619,-1.1228084801576852,-0.3743051181921297,0.07260614867809903,-0.1716465354881382,1.5449502524562555,0.5385532875088825,1.339864308623573,1.0129025496993858,-0.3578630461124801,0
639,1,1,1,0,1,other,services,other,mother,0,0,0,0,1,1,0,0,1.8532536435597464,-1.3360393847765342,-1.1888322936014033,0.5767179914572501,-1.1228084801576852,1.3126672547710103,0.07260614867809903,-0.1716465354881382,-1.0085456232078611,-0.5435553304269218,0.5606779857770687,1.0129025496993858,-0.7891594563761749,0
647,1,1,0,1,1,services,services,course,mother,0,0,0,0,0,1,1,0,0.21013668362767604,0.4281306268612493,-1.1888322936014033,0.5767179914572501,-1.1228084801576852,-0.3743051181921297,-2.0216778731924063,0.7804782639289712,1.5449502524562555,1.6206619054446871,1.339864308623573,-1.0630145705792504,0.5047297744149093,0
164,0,1,0,1,1,at_home,other,course,mother,0,0,0,1,1,1,0,1,-0.6114217963383591,-0.4539543789576424,-1.1888322936014033,-0.7600319244561619,-1.1228084801576852,1.3126672547710103,0.07260614867809903,0.7804782639289712,0.6937849605682166,1.6206619054446871,2.1190506314700777,1.0129025496993858,0.5047297744149093,0
127,0,0,0,0,1,at_home,other,course,other,0,1,0,0,0,0,0,0,1.8532536435597464,-2.2181243905954258,-1.1888322936014033,-0.7600319244561619,0.08365294968062233,2.9996396277341506,-0.9745358622571536,0.7804782639289712,-1.0085456232078611,-0.5435553304269218,-0.99769465991594,1.0129025496993858,-0.7891594563761749,0
171,0,1,1,0,1,at_home,other,course,mother,0,0,0,0,0,1,0,0,-0.6114217963383591,-0.4539543789576424,-0.2789830500314615,1.9134679073706617,-1.1228084801576852,-0.3743051181921297,0.07260614867809903,-1.1237713349052476,-1.0085456232078611,-0.5435553304269218,-0.2185083370694357,-0.3710421971530383,0.0734333641512146,0
161,0,1,0,0,1,teacher,teacher,course,mother,0,1,0,0,1,0,1,1,-0.6114217963383591,1.3102156326801409,1.5407154371084224,-0.7600319244561619,-1.1228084801576852,-0.3743051181921297,-0.9745358622571536,-0.1716465354881382,-1.0085456232078611,0.5385532875088825,-0.99769465991594,1.0129025496993858,2.661211825733383,0
178,0,1,1,1,1,other,services,course,mother,0,0,0,1,1,0,0,1,0.21013668362767604,-1.3360393847765342,-1.1888322936014033,3.2502178232840735,0.08365294968062233,-0.3743051181921297,1.1197481596133516,-0.1716465354881382,1.5449502524562555,-0.5435553304269218,2.1190506314700777,1.0129025496993858,-0.7891594563761749,0
477,1,1,0,0,1,services,services,course,father,0,1,0,1,0,1,1,0,-1.4329802763043944,0.4281306268612493,0.6308661935384804,0.5767179914572501,-1.1228084801576852,-0.3743051181921297,0.07260614867809903,-0.1716465354881382,-0.1573803313198222,0.5385532875088825,1.339864308623573,-0.3710421971530383,1.5829708000741465,0
440,1,1,0,0,1,at_home,services,home,mother,0,1,0,1,1,1,0,1,-0.6114217963383591,-1.3360393847765342,-1.1888322936014033,0.5767179914572501,0.08365294968062233,-0.3743051181921297,1.1197481596133516,0.7804782639289712,1.5449502524562555,2.7027705233804906,2.1190506314700777,-0.3710421971530383,-0.7891594563761749,0
523,1,1,0,1,1,at_home,health,home,mother,0,1,0,1,1,0,1,1,1.0316951635937113,1.3102156326801409,1.5407154371084224,-0.7600319244561619,2.4965758093572368,-0.3743051181921297,1.1197481596133516,1.7326030633460807,1.5449502524562555,3.784879141316296,2.1190506314700777,1.0129025496993858,-0.3578630461124801,0
242,0,1,0,1,1,at_home,other,course,mother,1,1,0,1,1,1,1,1,1.0316951635937113,-0.4539543789576424,-1.1888322936014033,3.2502178232840735,0.08365294968062233,-0.3743051181921297,0.07260614867809903,-0.1716465354881382,-1.0085456232078611,2.7027705233804906,2.1190506314700777,-0.3710421971530383,-0.3578630461124801,0
480,1,0,0,0,1,at_home,services,course,other,0,0,0,0,1,0,1,1,1.8532536435597464,-0.4539543789576424,0.6308661935384804,-0.7600319244561619,-1.1228084801576852,1.3126672547710103,0.07260614867809903,0.7804782639289712,0.6937849605682166,-0.5435553304269218,-0.99769465991594,-1.0630145705792504,-0.7891594563761749,0
570,1,1,1,0,1,services,services,course,mother,0,1,0,1,1,1,1,1,-0.6114217963383591,-0.4539543789576424,-0.2789830500314615,0.5767179914572501,-1.1228084801576852,-0.3743051181921297,1.1197481596133516,0.7804782639289712,-0.1573803313198222,0.5385532875088825,1.339864308623573,0.3209301762731737,0.5047297744149093,0
350,0,1,1,1,1,at_home,services,course,mother,0,0,0,1,1,1,1,1,1.8532536435597464,-0.4539543789576424,-1.1888322936014033,0.5767179914572501,1.2901143795189296,1.3126672547710103,0.07260614867809903,-0.1716465354881382,-1.8597109150959,-0.5435553304269218,-0.99769465991594,1.0129025496993858,-0.7891594563761749,0
177,0,1,0,0,1,at_home,services,course,father,0,0,0,0,1,0,1,0,-0.6114217963383591,-1.3360393847765342,0.6308661935384804,-0.7600319244561619,-1.1228084801576852,1.3126672547710103,1.1197481596133516,-0.1716465354881382,-0.1573803313198222,-0.5435553304269218,1.339864308623573,-1.0630145705792504,-0.3578630461124801,0
635,1,0,1,0,1,at_home,other,reputation,mother,0,1,0,1,0,1,1,0,0.21013668362767604,0.4281306268612493,-1.1888322936014033,-0.7600319244561619,0.08365294968062233,-0.3743051181921297,0.07260614867809903,1.7326030633460807,0.6937849605682166,0.5385532875088825,0.5606779857770687,-1.7549869440054624,1.3673225949422991,0
370,0,0,0,1,0,other,other,course,other,0,1,0,0,0,1,1,1,1.8532536435597464,-1.3360393847765342,-1.1888322936014033,1.9134679073706617,0.08365294968062233,2.9996396277341506,1.1197481596133516,-0.1716465354881382,0.6937849605682166,-0.5435553304269218,-0.99769465991594,0.3209301762731737,-0.3578630461124801,0
486,1,0,0,0,1,other,services,course,father,0,1,1,1,0,1,1,0,-0.6114217963383591,-0.4539543789576424,-0.2789830500314615,-0.7600319244561619,-1.1228084801576852,1.3126672547710103,0.07260614867809903,0.7804782639289712,-0.1573803313198222,-0.5435553304269218,1.339864308623573,-0.3710421971530383,-0.5735112512443276,0
157,0,0,0,1,0,at_home,other,home,mother,0,1,0,1,1,0,1,1,-1.4329802763043944,-0.4539543789576424,-1.1888322936014033,0.5767179914572501,-1.1228084801576852,-0.3743051181921297,0.07260614867809903,0.7804782639289712,-1.0085456232078611,-0.5435553304269218,-0.99769465991594,1.0129025496993858,-0.7891594563761749,0
515,1,0,0,1,1,other,at_home,reputation,mother,1,0,0,0,1,1,0,0,1.0316951635937113,-1.3360393847765342,-1.1888322936014033,0.5767179914572501,0.08365294968062233,-0.3743051181921297,-2.0216778731924063,-0.1716465354881382,1.5449502524562555,-0.5435553304269218,1.339864308623573,-0.3710421971530383,0.936026184678604,0
