,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,output
28,4,1,0,0,0,0,0,1,1,2,2,2,3,3,2,1,1,1,1
52,3,0,0,0,0,0,1,0,1,2,2,4,3,5,2,0,1,1,1
81,4,1,0,0,0,0,0,0,1,4,3,3,3,4,2,1,0,1,1
50,2,0,0,0,0,0,0,0,1,1,1,2,2,3,1,1,1,1,1
93,2,0,0,0,0,0,0,0,1,1,2,2,3,3,1,1,1,1,1
48,3,1,1,0,0,1,0,0,1,2,3,3,3,5,2,0,1,2,1
86,2,1,0,0,0,0,0,1,1,2,3,3,3,5,2,0,1,1,1
144,2,0,0,0,0,0,0,0,1,1,1,1,1,3,1,1,1,1,1
106,3,1,0,0,0,0,0,1,1,2,3,3,3,8,2,1,1,1,1
18,3,0,0,0,0,0,0,1,1,2,2,2,3,2,1,1,1,1,1
61,3,1,1,0,1,1,0,1,1,3,2,2,3,4,1,1,1,1,1
140,2,1,0,0,0,0,0,0,1,2,3,3,3,2,2,1,1,1,1
109,2,1,0,0,0,0,0,1,1,2,3,3,3,5,3,0,1,1,1
120,2,0,0,0,0,0,0,0,1,1,2,4,3,8,2,1,1,2,1
127,2,1,0,0,0,1,0,1,1,2,2,3,3,4,2,0,1,1,1
72,4,1,0,0,1,1,0,0,1,1,3,3,3,3,3,1,1,3,1
54,2,1,1,0,1,1,0,0,1,2,2,3,3,4,2,0,1,1,1
4,3,0,0,0,0,0,0,0,1,2,2,4,3,5,1,1,1,1,1
99,3,1,0,0,0,1,0,0,1,2,2,4,3,4,1,1,1,2,1
43,4,1,0,0,1,0,0,1,1,3,3,3,3,2,2,1,1,3,1
5,2,0,0,0,0,0,0,1,1,3,3,3,3,6,3,0,1,4,1
47,4,0,0,0,0,0,0,0,2,1,3,4,2,8,1,1,1,1,1
138,2,1,0,0,0,0,0,0,1,2,3,3,3,3,3,0,1,1,1
135,3,1,1,1,1,1,0,1,1,2,3,3,3,4,3,1,1,7,1
42,3,1,1,0,0,1,0,0,1,3,2,3,3,4,3,0,1,2,1
110,2,0,0,0,0,0,0,0,1,2,3,3,3,8,3,0,0,1,1
130,2,1,0,0,0,0,0,1,1,4,3,4,2,8,2,0,1,4,1
23,3,1,0,0,0,0,0,1,1,2,2,2,2,5,1,0,0,1,1
98,3,1,0,0,0,0,0,0,1,2,2,3,3,5,1,0,0,1,1
